sampleID	Actinobacteria	Alphaproteobacteria	Bacilli	Bacteroidia	Betaproteobacteria	Chloroplast	Clostridia	Cytophagia	Deferribacteres	Deltaproteobacteria	Epsilonproteobacteria	Erysipelotrichia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Methanobacteria	Mollicutes	Negativicutes	Opitutae	Sphingobacteriia	Spirochaetia	Thermoplasmata	Verrucomicrobiae
sample0037	2.0867296638767026	1.0328675287722384	3.7680233314968268	3.859464411724443	2.0551528354398587	0.0	4.2329624293003105	0.0	0.34699261444349816	1.7389704937764467	3.3227528257012966	2.816539941289698	0.0	0.0	2.251332651498286	0.0	2.040883928199428	1.8420050289466003	0.0	0.0	0.0	0.0	0.0
sample0038	2.855616784561674	0.7511520106460854	3.550487696962772	3.6236908600357864	2.9009202391876303	0.0	4.232543464929639	0.0	0.0	1.6116150682270365	2.447512540743621	3.8229173655470006	0.0	0.0	2.319726475984732	0.970766531118762	1.5124279345631857	1.5246355754697412	0.0	0.0	0.0	0.2850326765687868	0.0
sample0039	2.102586459912573	0.7948496246010092	3.808080399512454	3.499627163733114	1.3052587628826011	0.0	4.344521672068512	0.0	0.0	1.148848497781935	2.5114945783901974	3.1107921874781805	0.0	0.0	1.9827502042156424	0.0	1.2860781862835038	1.3412515903751263	0.0	0.0	0.0	0.0	0.0
sample0040	2.332798814783778	1.4096791673017715	3.7015226411041864	3.6557468812634157	2.26983345981351	0.0	4.330707752227358	0.0	0.23704801559884858	1.545595924307657	2.5637093761433443	3.232645365831041	0.0	0.0	1.7922964966996722	0.9873240800973325	0.0	1.5272597810463107	0.0	0.0	0.0	0.23704801559884858	0.0
sample0041	2.2393543918341123	1.5681287778345199	4.0659307602191666	3.7297961303833254	2.2235377687763505	0.0	4.1877344735452615	0.0	0.35047383700607543	1.39061960889397	2.5034341801014945	2.47549628318509	0.0	0.35047383700607543	1.863248914539447	0.0	1.848221405025681	1.5055450839734383	0.0	0.0	0.0	0.0	0.35047383700607543
sample0042	1.754186889619626	1.5786378389016416	3.762484709688079	3.8960757226312133	2.272342208673385	0.0	4.265230038118252	0.0	0.2690776733792783	1.5686914212341272	2.730938534601432	2.61855017664839	0.0	0.0	1.7200617221046883	0.0	2.177004617842508	1.7858248810103934	0.0	0.0	0.0	0.0	0.0
sample0044	2.156476698816558	1.9405631434040604	3.68664283873567	3.737785432219244	2.0338602825683916	0.0	4.345788729917072	0.0	0.0	1.453780735527772	2.4418658980521206	2.3275730948959565	0.0	0.0	2.092661146035291	0.0	1.9596517269455125	1.6444847189598122	0.0	0.0	0.0	0.0	0.0
sample0045	2.9274698989967076	0.9139916249955856	3.7197491420580535	3.13736645503356	1.9456687477223829	0.0	4.180402894507152	0.0	0.25536249786574416	1.3224121135386844	1.8821547725262875	4.030405326407111	0.0	0.0	1.6685840305974438	0.0	0.9544224763201248	1.411814318029475	0.0	0.0	0.0	0.0	0.0
sample0046	2.2098829492987657	1.3805660413068652	3.9329695527397144	3.4242164488379916	1.6622198966833104	0.0	4.3119272987658315	0.0	0.0	1.5702355637438052	0.879499169901714	3.1251380288326205	0.0	0.0	2.3021215891425606	0.0	1.3166223159145598	1.6824646037273068	0.0	0.0	0.0	0.0	0.0
sample0047	2.0819252641639143	1.0555273317208347	3.993036826560294	3.6816112261083216	1.9690594717303103	0.0	4.263901565030254	0.0	0.0	1.4905224168214612	1.7591060525537807	2.339733314526144	0.0	0.0	1.2335448364180779	0.0	0.5189202063028998	1.732160745486124	0.0	0.0	0.0	0.33275027968543963	0.0
sample0048	2.599363406184888	1.4291102768707031	3.9401217459484417	3.9131359426629992	2.663454057890921	0.0	4.134872008132603	0.0	0.46472423419899794	1.3622772254571343	2.0953597527507686	3.259117618125544	0.0	0.0	1.9405208676892867	0.0	0.7625988815828537	2.111744717589492	0.0	0.0	0.0	0.0	0.0
